"subject" "action" "mean(tBodyAcc_mean_X)" "mean(tBodyAcc_mean_Y)" "mean(tBodyAcc_mean_Z)" "mean(tBodyAcc_std_X)" "mean(tBodyAcc_std_Y)" "mean(tBodyAcc_std_Z)" "mean(tBodyGyro_mean_X)" "mean(tBodyGyro_mean_Y)" "mean(tBodyGyro_mean_Z)" "mean(tBodyGyro_std_X)" "mean(tBodyGyro_std_Y)" "mean(tBodyGyro_std_Z)"
10 "LAYING" 0.000547105103128502 -0.00375358704768505 -0.00292714793083621 0.0117233056356992 0.0108807671365159 0.0103144551281938 0.00837346312501697 -0.00121594752027074 0.00813820787615124 0.0350393144679664 0.0374850230689371 0.0157787272868256
10 "SITTING" -0.00143508606709664 0.0010991023025068 0.00133933249643139 0.00697383196155808 0.0157451061313084 0.00881182840784417 -0.0160563844672239 0.00286248873160544 -0.0051946397119809 0.0113882671742092 0.0139736256138561 0.0213444160378415
10 "STANDING" -0.000190720315555575 0.000837276782393466 0.000113490389121165 0.00843535650100979 0.0154747996462617 0.0135874966605671 -0.000526556747244673 -0.00602412262545099 0.00748807940069957 0.0627467946581554 0.0335036022169274 0.0246199538752239
10 "WALKING" 0.000205733081942806 6.07405887662148e-05 -0.000247713736612618 0.268258044354336 0.168678137647544 0.111711296653106 0.0395670549963738 -0.00343797976463738 0.00546013859215802 0.511813233886342 0.575495628044352 0.401886467874531
10 "WALKING_DOWNSTAIRS" 0.00264315638248355 -0.00150373690867599 -0.000839381163301809 0.42240596564843 0.173260189933502 0.14985247474954 -0.100210707471916 -0.0146298151562911 -0.00614732127109375 0.607131923221983 0.529140358140117 0.469297926396867
10 "WALKING_UPSTAIRS" -0.00215434956525931 0.00144380708187832 -0.00326137924653258 0.273819666354605 0.171614751139922 0.169577546890159 0.104186436201142 -0.00953582886803856 0.000723025549767287 0.603832149257101 0.799046330500612 0.331200962987762
12 "LAYING" -0.00359865031015964 -0.000200488412744609 4.87296726250001e-05 0.0159356714558689 0.0104335847005149 0.012317415408358 0.0134283674780807 -0.00416021491336589 0.0260504368187497 0.0312273171752553 0.0373214419099696 0.0263261054278771
12 "SITTING" -0.000529326617102328 0.000707491991895772 0.000660816593788603 0.00708203878363165 0.013934018347827 0.0138769536325068 -0.015203150503652 -0.000387670351019608 -0.00596902640454044 0.0239694751813836 0.0322512449421903 0.0256506032037045
12 "STANDING" -3.50191958077613e-05 0.000124781675845799 0.000918557874254355 0.00751246647910759 0.0148635007756922 0.0172897359936857 -0.0024011464640284 0.00195543134382915 -0.00534470724824667 0.103012771972852 0.0468174399690749 0.0262257226875677
12 "WALKING" -9.21391085156255e-05 0.000827275840871875 0.00170010802277187 0.284441839821761 0.151588305727746 0.10902075742299 -0.0792475920826562 0.0180192490122781 0.00603742439878125 0.396816118813245 0.423503708202954 0.316839166635546
12 "WALKING_DOWNSTAIRS" 0.000813056907707201 -0.000496247653203125 -0.000412361126878397 0.340099960560642 0.191497324556069 0.106429063490695 -0.0875168323327412 0.0142697908064283 0.00142102502017663 0.557149576833188 0.402921754829831 0.322825607108299
12 "WALKING_UPSTAIRS" -0.000949088958578726 -0.00483565996215445 0.000319738868057392 0.232051059135554 0.154828097713999 0.104328564691607 -0.0675002597771935 0.0149931818603155 0.00153555737222055 0.413887582465301 0.367201157923315 0.317108225852408
13 "LAYING" -0.000177106713496686 -0.00173209890462525 0.00131335934914491 0.011525666259784 0.0101131182239813 0.0119471038493977 0.0185011398386217 -0.0100618412263863 0.0139357563317787 0.0259565555718717 0.0305613712609274 0.018001240353527
13 "SITTING" -0.000669198850622449 0.00590644776180357 0.00365393806041614 0.00481503224132374 0.0121596947643521 0.0140605083978249 -0.0080833038323514 -0.0071919979713251 -0.00176575355299107 0.0140257988178764 0.0175752670723336 0.0182211143802775
13 "STANDING" 3.76441025629112e-05 0.000183031390622533 -0.00126074401695869 0.00433596809476904 0.0103737207927797 0.00886379212460399 -0.0019330933757426 -0.000442971225277686 -0.000381312210084978 0.0403824192198814 0.0236586010961221 0.0150543661358185
13 "WALKING" -0.000348818591836623 -0.000748957699904057 -0.00103192277945998 0.213586445936151 0.196798404046767 0.143208220699336 0.010575570404477 -0.00248676045489857 -0.0035018749915159 0.545030676272071 0.54551016143661 0.31044790489081
13 "WALKING_DOWNSTAIRS" 0.00357174703055186 0.00145068212119215 0.00208566982615692 0.304177138465913 0.167075398751593 0.154388756822802 -0.0979753666131981 0.0228540842802759 0.0110432632994348 0.509367406135839 0.615306460431179 0.330104372724331
13 "WALKING_UPSTAIRS" -0.00399215926080114 -0.0055603983673125 -0.00576762120330881 0.230057649175149 0.190410067166888 0.143800419196161 -0.114086646859688 0.0352883336794815 0.013431180009233 0.401341517000617 0.458586756532074 0.383835416910699
18 "LAYING" -0.000594375465878462 -0.00013407286296512 0.000201081998308606 0.0064455973353124 0.00409769407350077 0.00524535869008304 0.00257703172005361 -0.00425276904417548 0.00329526102096466 0.00790547164222677 0.0141040940132763 0.00940289957857418
18 "SITTING" -6.30082821226425e-05 0.00223915928642237 -0.0011882797670773 0.00325494241837402 0.00601658904790216 0.00705918454635992 -0.00580734166534205 0.00260049867338788 -0.000672180393871984 0.00870281632281216 0.012151664911285 0.0111377313912118
18 "STANDING" 0.000181977907688399 0.000263726467105993 -4.81360471346747e-05 0.00401138919645479 0.00955356756299916 0.00988241088712863 0.00112164976939277 0.000502687594757063 -0.000891255473481806 0.0345681640863327 0.0170021416125431 0.0153527261738194
18 "WALKING" -0.000760027319592634 -0.000348385608563058 0.00135086865554827 0.20415610240115 0.133783984390332 0.105830089776879 -0.0126495858844866 0.0058543683048577 0.00360226082250684 0.259074978741053 0.38750133538082 0.238763601143275
18 "WALKING_DOWNSTAIRS" 0.00223880059102557 0.000142385612393182 0.00162422789175 0.227994526860786 0.129136018928661 0.10758133030559 -0.0309198196498778 0.00483909505683239 0.0054944793258125 0.434949164761651 0.295027459247455 0.25220444881105
18 "WALKING_UPSTAIRS" -0.00250894305461476 -0.00265818613400997 -0.0014364029575264 0.202803609230735 0.136491764580266 0.126326950359316 -0.020001472873688 0.00980916234172953 0.00192121905792026 0.355384803203149 0.379183636046563 0.276286584258869
20 "LAYING" -0.00784505722876648 0.00141488723129733 0.0013323678646119 0.0136839543658914 0.00786666713247691 0.00795849884977067 0.00463985194742601 -0.00954934716664292 0.0165295978119578 0.0152160622771734 0.0227245523605109 0.0155514941634298
20 "SITTING" 9.67907534627604e-05 0.00126681591235914 -2.04795410750473e-05 0.0069153385745395 0.0126457116579525 0.0157752213734035 -0.00900475538347538 0.00418555733406345 -0.00975671365355161 0.0223291642605852 0.0325518007488761 0.0284496258555441
20 "STANDING" 0.000103275450374444 -0.000488505269605201 0.00261130139403168 0.0120721614670482 0.02301717912655 0.0186461239594721 0.00365239392970441 0.00203556314934717 -0.00396810774798461 0.100318562601678 0.0755666358827561 0.0470566492782445
20 "WALKING" -0.0010276069877451 -0.00213048636801471 -0.00172828794724265 0.258630182334024 0.256230959035603 0.141728040728408 0.00439814638143383 0.000105807922242648 -0.000529692662239584 0.669660062516093 0.833234082765819 0.40613599280049
20 "WALKING_DOWNSTAIRS" 0.00382664236535069 0.00393224578834549 0.0012238164825625 0.35052978856815 0.277954562193269 0.153920211833355 -0.0863165379171181 0.03984059838125 0.00777528482376736 0.694043581254785 0.65515466962028 0.563729138011025
20 "WALKING_UPSTAIRS" -0.00525041073318015 -0.0058156146955239 -0.00420071156249004 0.288603796033434 0.198563013954072 0.141635382298137 0.0965282706310049 -0.0452900463158854 -0.012229143274663 0.443458558472386 0.687361517567959 0.575541558125506
24 "LAYING" -0.000973787020804905 -0.000114011590823394 0.000353927445508898 0.0118206676066413 0.00461607006880891 0.00777956815946245 0.0137240429077718 -0.00957817188605469 0.011240883063432 0.0168058902229336 0.0324024928370416 0.0110525769217756
24 "SITTING" -0.000844946286880375 0.00210468368108286 0.00173976376489108 0.0044746992169031 0.00920635166931864 0.0107488290566089 -0.00819724311048368 -0.000304247718649242 -0.0027833479657832 0.0120513424253895 0.0188877082805819 0.0160997236861449
24 "STANDING" 0.000571486425564266 0.00139500511128444 2.81071229506339e-05 0.00555919068002549 0.0125177139383254 0.0155635293925433 -0.000192109370832654 0.0022957252798793 -0.00407544925582242 0.0358879506100518 0.027044663800474 0.0167383701467678
24 "WALKING" -0.000122607251185345 -0.00283577161773653 -0.000755922770875539 0.173369344453918 0.146233780845371 0.130918794864905 -0.0276791369560937 0.00383580612878772 0.00480999790343831 0.366917891364675 0.394594050165022 0.294573905822097
24 "WALKING_DOWNSTAIRS" 0.00227831390532102 0.00134543776216477 0.00115249856201705 0.299441316636735 0.15503496074246 0.145894473895894 -0.0608825992774659 0.00907925993384943 0.0113483894395028 0.496388099870734 0.396502297250698 0.24861218528175
24 "WALKING_UPSTAIRS" -0.00158572095554555 -0.00422746342698623 -0.00196254279941075 0.214425034179441 0.152609663496876 0.136896397122434 0.119627441872113 -0.014264289788223 -0.0272209411785858 0.369679194448213 0.33230557981753 0.353432007880855
